Codigo_interno,Codigo,Desc Concatenada,cantidad,deposito,pasillo,columna,estante,precio_cpa,precio_vta
181,WBUCH0000181,"Bulon Cab Hexagonal 3/4"" x 3 1/2"" (10H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,9,0,0
182,WBUCH0000182,"Bulon Cab Hexagonal 3/4"" x 4"" (10H - UNC) - G5 - Pasivado Dorado",30,D0,P01,B,9,0,0
183,WBUCH0000183,"Bulon Cab Hexagonal 3/4"" x 4 1/2"" (10H - UNC) - G5 - Pasivado Dorado",50,D0,P01,B,9,0,0
184,WBUCH0000184,"Bulon Cab Hexagonal 3/4"" x 5"" (10H - UNC) - G5 - Pasivado Dorado",14,D0,P01,B,9,0,0
185,WBUCH0000185,"Bulon Cab Hexagonal 3/4"" x 5 1/2"" (10H - UNC) - G5 - Pasivado Dorado",12,D0,P01,A,9,0,0
186,WBUCH0000186,"Bulon Cab Hexagonal 3/4"" x 6"" (10H - UNC) - G5 - Pasivado Dorado",10,D0,P01,A,9,0,0
187,WBUCH0000187,"Bulon Cab Hexagonal 3/4"" x 7"" (10H - UNC) - G5 - Pasivado Dorado",4,D0,P01,A,9,0,0
188,WBUCH0000188,"Bulon Cab Hexagonal 3/4"" x 8"" (10H - UNC) - G5 - Pasivado Dorado",30,D0,P01,A,9,0,0
189,WBUCH0000189,"Bulon Cab Hexagonal 3/4"" x 9"" (10H - UNC) - G5 - Pasivado Dorado",5,D0,P01,A,9,0,0
190,WBUCH0000190,"Bulon Cab Hexagonal 7/8"" x 1 3/4"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P01,A,9,0,0
191,WBUCH0000191,"Bulon Cab Hexagonal 7/8"" x 1 1/2"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P01,A,9,0,0
192,WBUCH0000192,"Bulon Cab Hexagonal 7/8"" x 2"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P01,A,9,0,0
193,WBUCH0000193,"Bulon Cab Hexagonal 7/8"" x 2 1/4"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P01,A,9,0,0
194,WBUCH0000194,"Bulon Cab Hexagonal 7/8"" x 2 1/2"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
195,WBUCH0000195,"Bulon Cab Hexagonal 7/8"" x 2 3/4"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
196,WBUCH0000196,"Bulon Cab Hexagonal 7/8"" x 3"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
197,WBUCH0000197,"Bulon Cab Hexagonal 7/8"" x 3 1/4"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
198,WBUCH0000198,"Bulon Cab Hexagonal 7/8"" x 3 1/2"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
199,WBUCH0000199,"Bulon Cab Hexagonal 7/8"" x 4"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
200,WBUCH0000200,"Bulon Cab Hexagonal 7/8"" x 4 1/2"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
201,WBUCH0000201,"Bulon Cab Hexagonal 7/8"" x 5"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
202,WBUCH0000202,"Bulon Cab Hexagonal 7/8"" x 5 1/2"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
203,WBUCH0000203,"Bulon Cab Hexagonal 7/8"" x 6"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,A,1,0,0
204,WBUCH0000204,"Bulon Cab Hexagonal 7/8"" x 7"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
205,WBUCH0000205,"Bulon Cab Hexagonal 7/8"" x 8"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
206,WBUCH0000206,"Bulon Cab Hexagonal 7/8"" x 9"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
207,WBUCH0000207,"Bulon Cab Hexagonal 7/8"" x 10"" (9H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
208,WBUCH0000208,"Bulon Cab Hexagonal 1"" x 1 3/4"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
209,WBUCH0000209,"Bulon Cab Hexagonal 1"" x 2"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
210,WBUCH0000210,"Bulon Cab Hexagonal 1"" x 2 1/4"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
211,WBUCH0000211,"Bulon Cab Hexagonal 1"" x 2 1/2"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
212,WBUCH0000212,"Bulon Cab Hexagonal 1"" x 2 3/4"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
213,WBUCH0000213,"Bulon Cab Hexagonal 1"" x 3"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,B,1,0,0
214,WBUCH0000214,"Bulon Cab Hexagonal 1"" x 3 1/4"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
215,WBUCH0000215,"Bulon Cab Hexagonal 1"" x 3 1/2"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
216,WBUCH0000216,"Bulon Cab Hexagonal 1"" x 4"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
217,WBUCH0000217,"Bulon Cab Hexagonal 1"" x 4 1/2"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
218,WBUCH0000218,"Bulon Cab Hexagonal 1"" x 5"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
219,WBUCH0000219,"Bulon Cab Hexagonal 1"" x 5 1/2"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
220,WBUCH0000220,"Bulon Cab Hexagonal 1"" x 6"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
221,WBUCH0000221,"Bulon Cab Hexagonal 1"" x 7"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
222,WBUCH0000222,"Bulon Cab Hexagonal 1"" x 8"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
223,WBUCH0000223,"Bulon Cab Hexagonal 1"" x 9"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,1,0,0
224,WBUCH0000224,"Bulon Cab Hexagonal 1"" x 10"" (8H - UNC) - G5 - Pasivado Dorado",0,D0,P02,C,2,0,0
225,WTCAL0000225,"Tuerca Liviana 3/16"" (24H - UNC) - Pasivado Dorado",0,D0,P01,A,2,0,0
226,WTCAL0000226,"Tuerca Liviana 1/4"" (20H - UNC) - Pasivado Dorado",0,D0,P01,A,2,0,0
227,WTCAL0000227,"Tuerca Liviana 5/16"" (18H - UNC) - Pasivado Dorado",0,D0,P01,A,2,0,0
228,WTCAA0000228,"Tuerca Autofrenante 1/4"" (20H - UNC) - Plateada",0,D0,P01,A,2,0,0
229,WTCAA0000229,"Tuerca Autofrenante 5/16"" (18H - UNC) - Plateada",0,D0,P01,A,2,0,0
230,WARAP0000230,"Arandela Plana 3/16"" - Zincada",0,D0,P01,A,2,0,0
231,WARAP0000231,"Arandela Plana 1/4"" - Zincada",0,D0,P01,A,2,0,0
232,WARAP0000232,"Arandela Plana 5/16"" - Zincada",0,D0,P01,A,2,0,0
233,WARAG0000233,"Arandela Grower 3/16"" - Negra",0,D0,P01,A,2,0,0
234,WARAG0000234,"Arandela Grower 1/4"" - Negra",0,D0,P01,A,2,0,0
235,WARAG0000235,"Arandela Grower 5/16"" - Negra",0,D0,P01,A,2,0,0
236,WARAP0000236,"Arandela Plana 7/16"" - Zincada",0,D0,P01,A,3,0,0
237,WARAP0000237,"Arandela Plana 3/8"" - Zincada",0,D0,P01,A,3,0,0
238,WARAP0000238,"Arandela Plana 9/16"" - Zincada",0,D0,P01,A,4,0,0
239,WARAP0000239,"Arandela Plana 1/2"" - Zincada",0,D0,P01,A,4,0,0
240,WARAP0000240,"Arandela Plana 7/8"" - Zincada",0,D0,P01,A,8,0,0
241,WARAP0000241,"Arandela Plana 3/4"" - Zincada",0,D0,P01,A,5,0,0
242,WARAP0000242,"Arandela Plana 5/8"" - Zincada",0,D0,P01,A,8,0,0
243,WARAP0000243,"Arandela Plana 1"" - Zincada",0,D0,P01,A,6,0,0
244,WARAP0000244,"Arandela Plana 1 1/8"" - Zincada",0,D0,P01,A,6,0,0
245,WARAP0000245,"Arandela Plana 1 1/4"" - Zincada",0,D0,P01,A,6,0,0
246,WARAP0000246,"Arandela Plana 1 1/2"" - Zincada",0,D0,P01,A,7,0,0
247,WARAG0000247,"Arandela Grower 7/16"" - Negra",0,D0,P01,A,3,0,0
248,WARAG0000248,"Arandela Grower 3/8"" - Negra",0,D0,P01,A,3,0,0
249,WARAG0000249,"Arandela Grower 9/16"" - Negra",0,D0,P01,A,4,0,0
250,WARAG0000250,"Arandela Grower 1/2"" - Negra",0,D0,P01,A,4,0,0
251,WARAG0000251,"Arandela Grower 7/8"" - Negra",0,D0,P01,A,5,0,0
252,WARAG0000252,"Arandela Grower 3/4"" - Negra",0,D0,P01,A,5,0,0
253,WARAG0000253,"Arandela Grower 5/8"" - Negra",0,D0,P01,A,5,0,0
254,WARAG0000254,"Arandela Grower 1"" - Negra",0,D0,P01,A,6,0,0
255,WARAG0000255,"Arandela Grower 1 1/8"" - Negra",0,D0,P01,A,6,0,0
256,WARAG0000256,"Arandela Grower 1 1/4"" - Negra",0,D0,P01,A,6,0,0
257,WARAG0000257,"Arandela Grower 1 1/2"" - Negra",0,D0,P01,A,7,0,0
258,WTCAL0000258,"Tuerca Liviana 1/2"" (12H - UNC) - Pasivado Dorado",0,D0,P01,A,3,0,0
259,WTCAL0000259,"Tuerca Liviana 7/16"" (14H - UNC) - Pasivado Dorado",0,D0,P01,A,3,0,0
260,WTCAL0000260,"Tuerca Liviana 3/8"" (16H - UNC) - Pasivado Dorado",0,D0,P01,A,3,0,0
261,WTCAL0000261,"Tuerca Liviana 1/2"" (13H - UNC) - Pasivado Dorado",0,D0,P01,A,4,0,0
262,WTCAL0000262,"Tuerca Liviana 9/16"" (12H - UNC) - Pasivado Dorado",0,D0,P01,A,4,0,0
263,WTCAL0000263,"Tuerca Liviana 5/8"" (11H - UNC) - Pasivado Dorado",0,D0,P01,A,4,0,0
264,WTCAL0000264,"Tuerca Liviana 7/8"" (9H - UNC) - Pasivado Dorado",0,D0,P01,A,5,0,0
265,WTCAL0000265,"Tuerca Liviana 1"" (8H - UNC) - Pasivado Dorado",0,D0,P01,A,6,0,0
266,WTCAL0000266,"Tuerca Liviana 1 1/8"" (7H - UNC) - Pasivado Dorado",0,D0,P01,A,6,0,0
267,WTCAL0000267,"Tuerca Liviana 1 1/8"" (6H - UNC) - Pasivado Dorado",0,D0,P01,A,6,0,0
268,WTCAL0000268,"Tuerca Liviana 1 1/2"" (6H - UNC) - Pasivado Dorado",0,D0,P01,A,7,0,0
269,WTCAL0000269,"Tuerca Liviana 1 3/4"" (5H - UNC) - Pasivado Dorado",0,D0,P01,A,7,0,0
270,WTCAL0000270,"Tuerca Liviana 2"" (4.5H - UNC) - Pasivado Dorado",0,D0,P01,A,7,0,0
271,WTCAA0000271,"Tuerca Autofrenante 1/2"" (12H - UNC) - Plateada",0,D0,P01,A,3,0,0
272,WTCAA0000272,"Tuerca Autofrenante 7/16"" (14H - UNC) - Plateada",0,D0,P01,A,3,0,0
273,WTCAA0000273,"Tuerca Autofrenante 3/8"" (16H - UNC) - Plateada",0,D0,P01,A,3,0,0
274,WTCAA0000274,"Tuerca Autofrenante 1/2"" (13H - UNC) - Plateada",0,D0,P01,A,4,0,0
275,WTCAA0000275,"Tuerca Autofrenante 9/16"" (12H - UNC) - Plateada",0,D0,P01,A,4,0,0
276,WTCAA0000276,"Tuerca Autofrenante 5/8"" (11H - UNC) - Plateada",0,D0,P01,A,4,0,0
277,WTCAA0000277,"Tuerca Autofrenante 7/8"" (9H - UNC) - Plateada",0,D0,P01,A,5,0,0
278,WTCAA0000278,"Tuerca Autofrenante 3/4"" (10H - UNC) - Plateada",0,D0,P01,A,5,0,0
279,WTCAA0000279,"Tuerca Autofrenante 1"" (8H - UNC) - Plateada",0,D0,P01,A,6,0,0
280,WBUCH0000280,Bulon Cab Hexagonal M6 x 15mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
281,WBUCH0000281,Bulon Cab Hexagonal M6 x 20mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
282,WBUCH0000282,Bulon Cab Hexagonal M6 x 25mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
283,WBUCH0000283,Bulon Cab Hexagonal M6 x 30mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
284,WBUCH0000284,Bulon Cab Hexagonal M6 x 35mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
285,WBUCH0000285,Bulon Cab Hexagonal M6 x 40mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
286,WBUCH0000286,Bulon Cab Hexagonal M6 x 45mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
287,WBUCH0000287,Bulon Cab Hexagonal M6 x 50mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
288,WBUCH0000288,Bulon Cab Hexagonal M6 x 60mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
289,WBUCH0000289,Bulon Cab Hexagonal M6 x 70mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,B,3,0,0
290,WBUCH0000290,Bulon Cab Hexagonal M7 x 15mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
291,WBUCH0000291,Bulon Cab Hexagonal M7 x 20mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
292,WBUCH0000292,Bulon Cab Hexagonal M7 x 25mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
293,WBUCH0000293,Bulon Cab Hexagonal M7 x 30mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
294,WBUCH0000294,Bulon Cab Hexagonal M7 x 35mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
295,WBUCH0000295,Bulon Cab Hexagonal M7 x 40mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
296,WBUCH0000296,Bulon Cab Hexagonal M7 x 45mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
297,WBUCH0000297,Bulon Cab Hexagonal M7 x 50mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
298,WBUCH0000298,Bulon Cab Hexagonal M7 x 60mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
299,WBUCH0000299,Bulon Cab Hexagonal M7 x 70mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
300,WBUCH0000300,Bulon Cab Hexagonal M7 x 80mm (P1.0) - G8 - Pasivado Dorado,0,D0,P02,C,3,0,0
301,WBUCH0000301,Bulon Cab Hexagonal M10 x 50mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
302,WBUCH0000302,Bulon Cab Hexagonal M10 x 55mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
303,WBUCH0000303,Bulon Cab Hexagonal M10 x 40mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
304,WBUCH0000304,Bulon Cab Hexagonal M10 x 45mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
305,WBUCH0000305,Bulon Cab Hexagonal M10 x 30mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
306,WBUCH0000306,Bulon Cab Hexagonal M10 x 35mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
307,WBUCH0000307,Bulon Cab Hexagonal M10 x 20mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
308,WBUCH0000308,Bulon Cab Hexagonal M10 x 25mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
309,WBUCH0000309,Bulon Cab Hexagonal M8 x 90mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
310,WBUCH0000310,Bulon Cab Hexagonal M8 x 100mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,B,4,0,0
311,WBUCH0000311,Bulon Cab Hexagonal M8 x 60mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
312,WBUCH0000312,Bulon Cab Hexagonal M8 x 70mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
313,WBUCH0000313,Bulon Cab Hexagonal M8 x 80mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
314,WBUCH0000314,Bulon Cab Hexagonal M8 x 45mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
315,WBUCH0000315,Bulon Cab Hexagonal M8 x 50mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
316,WBUCH0000316,Bulon Cab Hexagonal M8 x 35mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
317,WBUCH0000317,Bulon Cab Hexagonal M8 x 40mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
318,WBUCH0000318,Bulon Cab Hexagonal M8 x 25mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
319,WBUCH0000319,Bulon Cab Hexagonal M8 x 30mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
320,WBUCH0000320,Bulon Cab Hexagonal M8 x 15mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
321,WBUCH0000321,Bulon Cab Hexagonal M8 x 20mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,4,0,0
322,WBUCH0000322,Bulon Cab Hexagonal M10 x 60mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
323,WBUCH0000323,Bulon Cab Hexagonal M10 x 65mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
324,WBUCH0000324,Bulon Cab Hexagonal M10 x 70mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
325,WBUCH0000325,Bulon Cab Hexagonal M10 x 80mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
326,WBUCH0000326,Bulon Cab Hexagonal M10 x 100mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
327,WBUCH0000327,Bulon Cab Hexagonal M10 x 150mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
328,WBUCH0000328,Bulon Cab Hexagonal M12 x 25mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
329,WBUCH0000329,Bulon Cab Hexagonal M12 x 30mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
330,WBUCH0000330,Bulon Cab Hexagonal M12 x 35mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
331,WBUCH0000331,Bulon Cab Hexagonal M12 x 40mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,B,5,0,0
332,WBUCH0000332,Bulon Cab Hexagonal M12 x 45mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
333,WBUCH0000333,Bulon Cab Hexagonal M12 x 50mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
334,WBUCH0000334,Bulon Cab Hexagonal M12 x 55mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
335,WBUCH0000335,Bulon Cab Hexagonal M12 x 60mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
336,WBUCH0000336,Bulon Cab Hexagonal M12 x 65mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
337,WBUCH0000337,Bulon Cab Hexagonal M12 x 70mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
338,WBUCH0000338,Bulon Cab Hexagonal M12 x 80mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
339,WBUCH0000339,Bulon Cab Hexagonal M12 x 90mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
340,WBUCH0000340,Bulon Cab Hexagonal M12 x 100mm (P1.75) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
341,WBUCH0000341,Bulon Cab Hexagonal M14 x 25mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
342,WBUCH0000342,Bulon Cab Hexagonal M14 x 30mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,5,0,0
343,WBUCH0000343,Bulon Cab Hexagonal M14 x 35mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
344,WBUCH0000344,Bulon Cab Hexagonal M14 x 40mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
345,WBUCH0000345,Bulon Cab Hexagonal M14 x 45mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
346,WBUCH0000346,Bulon Cab Hexagonal M14 x 50mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
347,WBUCH0000347,Bulon Cab Hexagonal M14 x 55mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
348,WBUCH0000348,Bulon Cab Hexagonal M14 x 60mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
349,WBUCH0000349,Bulon Cab Hexagonal M14 x 65mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
350,WBUCH0000350,Bulon Cab Hexagonal M14 x 70mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
351,WBUCH0000351,Bulon Cab Hexagonal M14 x 75mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
352,WBUCH0000352,Bulon Cab Hexagonal M14 x 80mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,C,6,0,0
353,WBUCH0000353,Bulon Cab Hexagonal M14 x 90mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
354,WBUCH0000354,Bulon Cab Hexagonal M14 x 100mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
355,WBUCH0000355,Bulon Cab Hexagonal M16 x 25mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
356,WBUCH0000356,Bulon Cab Hexagonal M16 x 30mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
357,WBUCH0000357,Bulon Cab Hexagonal M16 x 35mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
358,WBUCH0000358,Bulon Cab Hexagonal M16 x 40mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
359,WBUCH0000359,Bulon Cab Hexagonal M16 x 45mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
360,WBUCH0000360,Bulon Cab Hexagonal M16 x 50mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
361,WBUCH0000361,Bulon Cab Hexagonal M16 x 55mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
362,WBUCH0000362,Bulon Cab Hexagonal M16 x 60mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,6,0,0
363,WBUCH0000363,Bulon Cab Hexagonal M16 x 65mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
364,WBUCH0000364,Bulon Cab Hexagonal M16 x 70mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
365,WBUCH0000365,Bulon Cab Hexagonal M16 x 75mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
366,WBUCH0000366,Bulon Cab Hexagonal M16 x 80mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
367,WBUCH0000367,Bulon Cab Hexagonal M16 x 90mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
368,WBUCH0000368,Bulon Cab Hexagonal M16 x 100mm (P2.0) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
369,WBUCH0000369,Bulon Cab Hexagonal M18 x 25mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
370,WBUCH0000370,Bulon Cab Hexagonal M18 x 30mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
371,WBUCH0000371,Bulon Cab Hexagonal M18 x 35mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
372,WBUCH0000372,Bulon Cab Hexagonal M18 x 40mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,B,7,0,0
373,WBUCH0000373,Bulon Cab Hexagonal M18 x 45mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
374,WBUCH0000374,Bulon Cab Hexagonal M18 x 50mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
375,WBUCH0000375,Bulon Cab Hexagonal M18 x 55mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
376,WBUCH0000376,Bulon Cab Hexagonal M18 x 60mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
377,WBUCH0000377,Bulon Cab Hexagonal M18 x 65mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
378,WBUCH0000378,Bulon Cab Hexagonal M18 x 70mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
379,WBUCH0000379,Bulon Cab Hexagonal M18 x 75mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
380,WBUCH0000380,Bulon Cab Hexagonal M18 x 80mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
381,WBUCH0000381,Bulon Cab Hexagonal M18 x 100mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,7,0,0
382,WBUCH0000382,Bulon Cab Hexagonal M20 x 70mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
383,WBUCH0000383,Bulon Cab Hexagonal M20 x 90mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
384,WBUCH0000384,Bulon Cab Hexagonal M20 x 100mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
385,WBUCH0000385,Bulon Cab Hexagonal M20 x 120mm (P2.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
386,WBUCH0000386,Bulon Cab Hexagonal M12 x 20mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
387,WBUCH0000387,Bulon Cab Hexagonal M12 x 25mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
388,WBUCH0000388,Bulon Cab Hexagonal M12 x 35mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
389,WBUCH0000389,Bulon Cab Hexagonal M12 x 40mm (P1.5) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
390,WBUCH0000390,Bulon Cab Hexagonal M10 x 50mm (P1.25) - G8 - Pasivado Dorado,0,D0,P02,C,8,0,0
